Time,eNodeB Name,Cell Name,Region,Frequency Band,Cell ID,DL EARFCN,RRC Setup Success Rate (%),RRC Setup Attempts,E-RAB Setup Success Rate (%),E-RAB Setup Attempts,Call Setup Success Rate (%),RACH Setup Success Rate (%),RRC Connection Reject,E-RAB Drop Rate (%),UE Context Drop Rate (%),Handover Success Rate (%),Intra-Frequency Handover Success Rate (%),Inter-Frequency Handover Success Rate (%),Handover Ping-Pong Rate (%),DL User Throughput (Mbps),UL User Throughput (Mbps),Cell Downlink Average Throughput (Mbps),DL Latency (ms),Average RSRP (dBm),Average RSRQ (dB),Average SINR (dB),Average CQI,DL Residual BLER (%),UL Residual BLER (%),RSRP < -110 Ratio (%),DL QPSK Ratio (%),Average TA Distance (m),P95 TA Distance (m),DL PRB Utilization Rate (%),UL PRB Utilization Rate (%),PDCCH CCE Utilization Rate (%),Average RRC Connected Users,Max RRC Connected Users,Average Active DL Users,UL RSSI (dBm),High Interference PRB Ratio (%),DL Data Volume (GB),UL Data Volume (GB),Total Traffic Volume (GB),Cell Availability (%),Cell Unavailable Time (min)
2026-08-15,R5-001,R5-001_L1800_S1,R5,L1800,1.0,1650.0,99.23558333333334,3644.0,99.49029166666666,3099.0,98.73,98.04333333333334,0.0,0.5272083333333334,0.47458333333333336,98.37058333333334,98.691875,96.38658333333332,2.024583333333333,16.975416666666668,4.51825,38.055,23.979166666666668,-99.93124999999999,-10.615416666666667,8.249583333333334,8.625416666666666,8.147499999999999,6.6475,5.364166666666667,22.141666666666666,433.375,963.3333333333334,46.12958333333333,35.66125,42.295833333333334,31.579166666666666,45.833333333333336,5.175833333333333,-115.31166666666667,7.125,36.4011,4.0078,40.4088,100.0,0.0
2026-08-15,R5-001,R5-001_L1800_S2,R5,L1800,4.0,1650.0,99.27745833333334,2951.0,99.48183333333333,2509.0,98.763375,98.04083333333334,0.0,0.5119166666666667,0.460625,98.27641666666666,98.555,96.18179166666665,1.9958333333333333,18.320666666666668,5.2447083333333335,32.79833333333333,23.833333333333332,-95.83875,-9.43375,7.033333333333334,8.502916666666666,8.290833333333333,8.093333333333334,4.960416666666666,20.849999999999998,448.2916666666667,996.25,45.98458333333334,36.01583333333333,42.360416666666666,21.420833333333334,36.458333333333336,5.284583333333333,-115.09625,6.75,26.819,4.0974,30.9165,100.0,0.0
2026-08-15,R5-001,R5-001_L1800_S3,R5,L1800,6.0,1650.0,99.29266666666666,2027.0,99.42770833333333,1725.0,98.72416666666668,98.03583333333334,0.0,0.49141666666666667,0.4423333333333333,98.24108333333334,98.50483333333334,96.26462500000001,1.9958333333333333,18.143083333333333,6.481791666666666,50.64458333333334,24.304166666666664,-103.04916666666666,-11.670416666666666,8.475416666666666,8.647916666666667,8.096666666666666,9.39125,5.185416666666667,20.654166666666665,473.875,1053.125,44.63666666666666,30.216250000000002,40.82458333333333,23.583333333333332,40.125,5.2475,-115.29625,6.808333333333334,19.8063,2.2691,22.0751,100.0,0.0
2026-08-15,R5-001,R5-001_L2100_S1,R5,L2100,2.0,300.0,99.24325,1770.0,99.44654166666668,1502.0,98.69404166666668,97.97208333333333,0.0,1.1390833333333334,1.025125,98.222375,98.46291666666667,96.17629166666667,2.033333333333333,23.049166666666665,6.03325,51.37125,23.787499999999998,-88.01458333333333,-15.127083333333333,0.33499999999999996,6.034166666666667,8.32625,8.735833333333334,5.357916666666667,37.52916666666667,3183.1666666666665,6366.208333333333,44.5675,31.182083333333335,41.59791666666667,17.870833333333334,29.708333333333332,3.0654166666666662,-115.18333333333334,26.020833333333332,21.2124,3.1511,24.3633,100.0,0.0
2026-08-15,R5-001,R5-001_L2100_S2,R5,L2100,5.0,300.0,99.21749999999999,2730.0,99.479375,2319.0,98.70125,97.91083333333334,0.0,0.492,0.4427916666666667,98.22566666666667,98.50595833333334,96.271,1.9470833333333333,24.391750000000002,5.5393333333333326,48.33625,24.3,-95.62208333333332,-9.5925,8.837916666666667,8.682916666666666,8.830833333333333,9.042083333333332,5.391249999999999,20.775000000000002,542.0833333333334,1204.7916666666667,46.713750000000005,30.437916666666666,42.73458333333334,25.645833333333332,42.708333333333336,4.05,-114.99125,7.3625,21.9775,3.5117,25.4892,100.0,0.0
2026-08-15,R5-001,R5-001_L2100_S3,R5,L2100,7.0,300.0,99.26125,2821.0,99.44379166666666,2397.0,98.70933333333333,97.83666666666666,0.0,0.5173333333333333,0.4656666666666667,98.28908333333334,98.58116666666666,96.39687500000001,2.0375,21.621458333333333,6.993041666666667,41.391666666666666,25.212500000000002,-95.33541666666667,-10.44,8.045833333333333,8.604583333333332,8.75375,7.806666666666666,5.109583333333333,21.3,606.5,1347.5833333333333,46.29291666666666,29.855833333333333,44.041666666666664,28.679166666666664,48.375,6.459583333333334,-115.68458333333332,7.195833333333333,42.2189,6.4239,48.643,100.0,0.0
2026-08-15,R5-001,R5-001_L800_S1,R5,L800,3.0,6200.0,99.23945833333333,5590.0,99.44379166666666,4752.0,98.68779166666667,97.92291666666667,0.0,0.49862500000000004,0.4487916666666667,98.36858333333333,98.71883333333334,96.39020833333332,2.0283333333333333,25.33275,3.586375,58.2575,22.516666666666666,-95.96875,-10.115833333333333,8.14,8.614166666666668,8.381666666666666,8.854583333333332,5.394166666666667,21.116666666666667,432.75,961.6666666666666,44.695,25.075833333333332,40.35541666666666,33.9375,52.875,7.2375,-115.27083333333333,7.008333333333333,38.0711,5.927,43.9979,100.0,0.0
2026-08-15,R5-001,R5-001_L800_S3,R5,L800,8.0,6200.0,99.22070833333333,4376.0,99.41075000000001,3723.0,98.63625,97.96125,0.0,0.5015,0.4515,98.22775,98.59291666666667,96.20366666666666,1.9000000000000001,23.41116666666667,7.268000000000001,51.79333333333333,24.241666666666664,-97.38083333333333,-10.984583333333333,6.694166666666667,8.47,8.5575,8.411666666666667,5.245416666666666,21.575,383.125,851.2916666666666,47.657916666666665,26.670833333333334,44.56583333333333,32.545833333333334,56.916666666666664,8.703333333333333,-115.19166666666666,8.0625,46.552,5.1825,51.7345,100.0,0.0
2026-08-15,R5-002,R5-002_L1800_S1,R5,L1800,9.0,1650.0,99.22158333333334,4145.0,99.47108333333334,3523.0,98.69679166666667,97.97958333333334,0.0,0.47929166666666667,0.4314166666666666,98.35620833333333,98.66004166666666,96.27345833333334,2.100416666666667,8.644666666666666,5.119958333333334,18.304166666666667,23.854166666666668,-98.90208333333334,-9.95875,10.542083333333332,8.85375,7.933333333333334,9.34875,4.847083333333333,20.529166666666665,515.7083333333334,1146.1666666666667,69.58833333333332,44.967083333333335,42.4525,58.15833333333333,86.16666666666667,14.240833333333335,-115.3,6.4750000000000005,48.2085,3.3224,51.5309,100.0,0.0
2026-08-15,R5-002,R5-002_L1800_S2,R5,L1800,12.0,1650.0,99.2795,1768.0,99.44375000000001,1504.0,98.72733333333333,97.8325,0.0,0.49783333333333335,0.4479583333333333,98.17020833333333,98.43683333333333,96.07320833333334,2.0904166666666666,18.719125000000002,4.506916666666666,50.655833333333334,22.962500000000002,-96.015,-8.506666666666666,8.023333333333333,8.602083333333333,7.856249999999999,9.228333333333333,5.270833333333333,20.566666666666666,483.875,1075.4583333333333,45.838750000000005,27.00125,42.837916666666665,20.566666666666666,27.708333333333332,5.832083333333333,-115.01625,6.458333333333333,13.6516,1.6663000000000001,15.318,100.0,0.0
2026-08-15,R5-002,R5-002_L1800_S3,R5,L1800,14.0,1650.0,99.18195833333334,4315.0,99.50933333333334,3670.0,98.69545833333332,98.06291666666668,0.0,0.5004583333333333,0.4503333333333333,98.31049999999999,98.65733333333333,96.31979166666667,1.9004166666666666,22.29404166666667,3.8723333333333336,38.51083333333333,24.34166666666667,-96.06875000000001,-9.810416666666667,8.470416666666667,8.648333333333333,8.660416666666666,10.405,5.267916666666667,20.820833333333333,604.0833333333334,1342.5833333333333,45.557500000000005,33.555,43.553333333333335,27.245833333333334,44.416666666666664,6.5183333333333335,-115.32083333333333,6.233333333333333,23.407700000000002,2.8018,26.2094,100.0,0.0
2026-08-15,R5-002,R5-002_L2100_S1,R5,L2100,10.0,300.0,99.24920833333333,4114.0,99.46429166666667,3500.0,98.71758333333334,97.95875000000001,0.0,0.508,0.45729166666666665,98.27116666666666,98.51445833333334,96.49758333333334,2.004583333333333,12.841958333333332,3.6077083333333335,21.629166666666666,23.808333333333334,-97.05333333333334,-9.995,9.48375,8.747916666666667,8.897083333333333,9.4825,5.365416666666667,20.837500000000002,356.0,791.125,44.715833333333336,29.325833333333335,40.8675,24.729166666666668,41.125,4.218333333333333,-114.71333333333332,6.8500000000000005,29.6034,3.6954000000000002,33.2986,100.0,0.0
2026-08-15,R5-002,R5-002_L2100_S2,R5,L2100,13.0,300.0,99.22079166666667,4472.0,99.46408333333333,3800.0,98.689125,98.0475,0.0,0.466875,0.42025,98.41641666666668,98.69683333333334,96.47016666666667,1.8916666666666666,21.048041666666666,3.799583333333333,59.72875,24.741666666666664,-97.95083333333334,-9.8225,8.622916666666667,8.6625,8.646666666666667,10.600833333333332,5.401666666666666,21.170833333333334,334.9583333333333,744.4166666666666,45.15083333333333,28.282916666666665,41.7325,28.608333333333334,41.416666666666664,8.491249999999999,-115.10333333333334,7.345833333333334,26.0844,3.3038,29.387999999999998,100.0,0.0
2026-08-15,R5-002,R5-002_L2100_S3,R5,L2100,15.0,300.0,99.25562500000001,2033.0,99.46775000000001,1725.0,98.72729166666666,98.08291666666666,0.0,0.4723333333333333,0.4250416666666667,98.32370833333333,98.57058333333333,96.48691666666667,1.8670833333333334,13.130125,6.788125,20.72875,24.2,-102.31166666666667,-9.471666666666666,6.46125,8.447083333333333,8.627083333333333,8.7975,5.222083333333333,21.766666666666666,392.9583333333333,873.1666666666666,44.942499999999995,27.8625,41.40375,23.070833333333336,38.333333333333336,6.146249999999999,-115.32791666666667,7.2625,33.0551,5.1159,38.1709,100.0,0.0
